,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance,validation_rmse,validation_mae,validation_deviance
0,,2018-12-14 17:04:12, 0.527 sec,0.0,,,,,,
1,,2018-12-14 17:04:12, 0.533 sec,1.0,8.570047404471133,6.797090710115288,73.44571251488239,8.021381233344188,6.4695071170204566,64.34255689064632
2,,2018-12-14 17:04:12, 0.538 sec,2.0,8.436162061888144,6.57259000285288,71.16883033444081,7.506677588248236,5.7737886529219775,56.35020841390835
3,,2018-12-14 17:04:12, 0.544 sec,3.0,8.153156050670049,6.3316400767206735,66.47395358657762,6.898384009549393,5.42394755848667,47.58770194320676
4,,2018-12-14 17:04:12, 0.549 sec,4.0,7.998770233319412,6.240063384069619,63.98032524543669,6.512056572548213,5.147603401384855,42.40688080406837
5,,2018-12-14 17:04:12, 0.554 sec,5.0,7.748410891783299,6.1104315564492415,60.03787134790605,6.566189344951543,5.262688506276984,43.11484251375518
6,,2018-12-14 17:04:12, 0.559 sec,6.0,7.78251071016285,6.094043764650372,60.56747295379946,6.434781391154514,5.142788833484315,41.40641155194843
7,,2018-12-14 17:04:12, 0.565 sec,7.0,7.4977337190297,5.908036442962304,56.21601092147493,6.52819663751868,5.242486012967905,42.6173513381102
8,,2018-12-14 17:04:12, 0.570 sec,8.0,7.340763881666502,5.772351875941167,53.88681436637946,6.526037884968945,5.195023461392052,42.589170476049944
9,,2018-12-14 17:04:12, 0.575 sec,9.0,7.230379389181842,5.689626983322379,52.2783861115056,6.437361942839055,5.181815413982548,41.43962878311261
10,,2018-12-14 17:04:12, 0.614 sec,10.0,7.051403585489268,5.576426204749948,49.722292525450904,6.481753991411091,5.269297188206723,42.013134805173614
