,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance,validation_rmse,validation_mae,validation_deviance
0,,2018-12-14 17:04:11, 0.695 sec,0.0,,,,,,
1,,2018-12-14 17:04:11, 0.703 sec,1.0,9.278270424539146,7.291682837350028,86.08630207087782,9.519455604311405,7.308280583431846,90.62003500245582
2,,2018-12-14 17:04:11, 0.713 sec,2.0,8.859448829466045,6.907315915241999,78.48983356192728,7.701628335903608,5.8541919708251955,59.315079024393384
3,,2018-12-14 17:04:11, 0.721 sec,3.0,8.430900923997896,6.606720875218971,71.0800903902686,7.10109075870801,5.595479824668483,50.4254899634083
4,,2018-12-14 17:04:11, 0.759 sec,4.0,8.219058584843117,6.529243633523263,67.55292402108333,6.872881288368306,5.350760118584883,47.23649720400318
5,,2018-12-14 17:04:11, 0.768 sec,5.0,7.875182925657807,6.218351542031944,62.01850611257226,6.596046262639504,5.13035944085372,43.50782629888057
6,,2018-12-14 17:04:11, 0.778 sec,6.0,7.721552604694709,6.029646956454234,59.62237462706765,6.509095494651492,5.041314643726014,42.36832415849235
7,,2018-12-14 17:04:11, 0.786 sec,7.0,7.578529569331643,5.91172732527632,57.43411043323405,6.378412182353205,4.973069378845674,40.68414196799178
8,,2018-12-14 17:04:11, 0.796 sec,8.0,7.422461148070675,5.786530482225833,55.09292949461864,6.368571426631388,4.966238328030235,40.558702016105755
9,,2018-12-14 17:04:11, 0.804 sec,9.0,7.368550870758006,5.723652588443143,54.29554193494857,6.386161854132561,4.953139303999338,40.78306322717783
10,,2018-12-14 17:04:11, 0.809 sec,10.0,7.321852537241522,5.67972542256278,53.60952457711012,6.309738080858535,4.927333755493164,39.812794649036356
11,,2018-12-14 17:04:11, 0.815 sec,11.0,7.20378377459137,5.602702392867421,51.89450067106589,6.209614915867807,4.870267471970553,38.55931740336795
12,,2018-12-14 17:04:11, 0.821 sec,12.0,7.134251509961781,5.544809518697511,50.89754460739196,6.19196659473607,4.8688590585139755,38.340450310327405
