,,timestamp,duration,number_of_trees,training_rmse,training_mae,training_deviance,validation_rmse,validation_mae,validation_deviance
0,,2018-12-14 16:10:44, 2 min 27.314 sec,0.0,740.561201396126,726.0156590984757,548430.8930132734,739.013954039722,724.5105743143541,546141.6242654243
1,,2018-12-14 16:10:44, 2 min 27.420 sec,5.0,573.3506581067361,561.8201937384342,328730.9771514274,572.2199791905609,560.6816268499118,327435.704584846
2,,2018-12-14 16:10:44, 2 min 27.517 sec,10.0,444.0245427120236,434.7457229584499,197157.79453062167,443.2352515856741,433.8996709377284,196457.48824821584
3,,2018-12-14 16:10:44, 2 min 27.621 sec,15.0,344.0554183377674,336.4265751278274,118374.13088757612,343.5166528035839,335.78520793005373,118003.69075337802
4,,2018-12-14 16:10:44, 2 min 27.725 sec,20.0,266.8327097201482,260.3543372139605,71199.69497659689,266.5096780287708,259.8714032674041,71027.40848299906
5,,2018-12-14 16:10:44, 2 min 27.830 sec,25.0,207.2200467638046,201.47142488405194,42940.147780793355,207.10503389118483,201.1258422338526,42892.49506306882
6,,2018-12-14 16:10:44, 2 min 27.943 sec,30.0,161.29850591829955,155.91570563754735,26017.208011475712,161.3850554794906,155.68101786861143,26045.13613211826
7,,2018-12-14 16:10:44, 2 min 28.053 sec,35.0,126.0271341411324,120.69859567295505,15882.838539826977,126.30494822096897,120.5542548820246,15952.93994510165
8,,2018-12-14 16:10:44, 2 min 28.161 sec,40.0,99.06095844582536,93.55159099515976,9813.07348820554,99.53682131464339,93.51040743024126,9907.578797423246
9,,2018-12-14 16:10:45, 2 min 28.271 sec,45.0,78.57768481794726,72.76030322128544,6174.452551348659,79.2787101412222,72.82843317670147,6285.113881655928
10,,2018-12-14 16:10:45, 2 min 28.381 sec,50.0,63.18694870859519,57.05413615742233,3992.590487102639,64.1329455225941,57.26633621246652,4113.034701404023
11,,2018-12-14 16:10:45, 2 min 28.488 sec,55.0,51.82509043034383,45.36165722901373,2685.8399981133152,53.01187146363742,45.75816167144614,2810.258516077215
12,,2018-12-14 16:10:45, 2 min 28.593 sec,60.0,43.59768768709008,36.74327018878437,1900.7583716610459,45.05624695861442,37.29978320342462,2030.0653899956517
13,,2018-12-14 16:10:45, 2 min 28.690 sec,65.0,37.782976726882666,30.426425958763428,1427.553330344157,39.49431661997309,31.088448970309006,1559.8010452786827
14,,2018-12-14 16:10:45, 2 min 28.792 sec,70.0,33.81815686082763,25.812063724641835,1143.6677334635426,35.74761704541423,26.52702845113252,1277.8921244255898
15,,2018-12-14 16:10:45, 2 min 28.892 sec,75.0,31.18846901647944,22.420604475047924,972.720599591898,33.30061102099526,23.17433243389176,1108.930694371631
16,,2018-12-14 16:10:45, 2 min 28.997 sec,80.0,29.461643946974576,19.906945036028652,867.9884640583036,31.739041528351137,20.705562681050505,1007.3667571383982
17,,2018-12-14 16:10:45, 2 min 29.099 sec,85.0,28.354538845544965,18.03747867840426,803.9798731435184,30.749048361473648,18.856925540693705,945.5039751362452
18,,2018-12-14 16:10:45, 2 min 29.201 sec,90.0,27.640141439206552,16.633369659310112,763.9774187793432,30.127360351446118,17.47168467866604,907.6578417458876
19,,2018-12-14 16:10:46, 2 min 29.297 sec,95.0,27.18551544016223,15.576604171560245,739.052249747299,29.757538156943724,16.43687224458686,885.5110771619618
20,,2018-12-14 16:10:46, 2 min 29.389 sec,100.0,26.93446018238244,14.91508324925864,725.4651453163451,29.557864667240906,15.801889324913294,873.6673636869283
21,,2018-12-14 16:10:46, 2 min 29.487 sec,105.0,26.709202923001033,14.269744776018012,713.3815207820469,29.401562506982824,15.18553621982251,864.451877852018
22,,2018-12-14 16:10:46, 2 min 29.553 sec,110.0,26.61518558753203,14.007601524613625,708.3681038587727,29.339374935171353,14.937686957431435,860.798921586561
23,,2018-12-14 16:10:46, 2 min 29.635 sec,115.0,26.504160168934806,13.64334888999994,702.4705062605503,29.27709933591589,14.59218860430008,857.1485455250867
24,,2018-12-14 16:10:46, 2 min 29.704 sec,120.0,26.447322861781903,13.420256149921949,699.4608865553316,29.242327761154634,14.378036105497692,855.113732890795
25,,2018-12-14 16:10:46, 2 min 29.789 sec,125.0,26.356778664463736,13.15854372011311,694.6797815675308,29.203687123606787,14.13844638230746,852.8553416135169
26,,2018-12-14 16:10:46, 2 min 29.876 sec,130.0,26.282675329775405,12.947842543235382,690.7790224903846,29.184208131508512,13.945844192453057,851.7180042632076
27,,2018-12-14 16:10:46, 2 min 29.928 sec,135.0,26.261835572320745,12.861447351168376,689.6840076276112,29.175471095148726,13.864072449300512,851.2081136238588
28,,2018-12-14 16:10:46, 2 min 29.995 sec,140.0,26.230404838857226,12.746430151184384,688.0341380103445,29.163664511063256,13.755971195671247,850.5193277138504
29,,2018-12-14 16:10:46, 2 min 30.024 sec,144.0,26.219204082945918,12.712119108222307,687.446662743168,29.16010386738077,13.724645704346132,850.311657556435
